Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,RFM_Total,Segment
15322,86,2,1390.86,3,2,4,324,9,Potential Loyalists
15323,563,3,434.6,1,3,2,132,6,At Risk
15324,701,1,140.22000000000003,1,1,1,111,3,Lost
15325,104,8,1601.46,3,4,4,344,11,Loyal Customers
15326,334,5,1700.52,2,4,4,244,10,Loyal Customers
15327,53,1,208.75,4,1,1,411,6,At Risk
15328,408,1,107.24,2,1,1,211,4,Lost
15329,39,11,2958.83,4,5,5,455,14,Champions
15330,32,2,714.96,4,2,3,423,9,Potential Loyalists
15331,500,3,767.91,1,3,3,133,7,Potential Loyalists
15332,366,6,4892.68,2,4,5,245,11,Loyal Customers
15333,208,1,1028.56,2,1,3,213,6,At Risk
15334,157,3,350.82,3,3,2,332,8,Potential Loyalists
15335,54,1,170.22,4,1,1,411,6,At Risk
15336,402,1,240.5,2,1,1,211,4,Lost
15337,411,1,373.02,1,1,2,112,4,Lost
15338,677,1,277.93,1,1,1,111,3,Lost
15339,66,7,1821.02,3,4,4,344,11,Loyal Customers
15340,562,1,105.5,1,1,1,111,3,Lost
15341,81,2,2402.7200000000003,3,2,4,324,9,Potential Loyalists
15342,130,1,406.09,3,1,2,312,6,At Risk
15343,87,1,364.5,3,1,2,312,6,At Risk
15344,1,3,563.94,5,3,2,532,10,Loyal Customers
15345,46,1,393.54,4,1,2,412,7,Potential Loyalists
15346,333,3,596.12,2,3,2,232,7,Potential Loyalists
15347,366,4,1162.0,2,3,3,233,8,Potential Loyalists
15348,72,1,158.04,3,1,1,311,5,At Risk
15349,158,2,463.90999999999997,3,2,2,322,7,Potential Loyalists
15350,373,2,547.6,2,2,2,222,6,At Risk
15351,12,10,3430.22,5,5,5,555,15,Champions
15352,549,1,111.15,1,1,1,111,3,Lost
15353,255,7,2794.4700000000003,2,4,4,244,10,Loyal Customers
15354,603,3,284.4,1,3,1,131,5,At Risk
15355,29,2,277.05,4,2,1,421,7,Potential Loyalists
15356,31,13,3239.57,4,5,5,455,14,Champions
15358,5,42,16425.86,5,5,5,555,15,Champions
15359,663,8,181.35,1,4,1,141,6,At Risk
15360,40,1,427.93,4,1,2,412,7,Potential Loyalists
15361,362,4,689.07,2,3,3,233,8,Potential Loyalists
15362,449,2,613.08,1,2,3,123,6,At Risk
15363,373,2,678.11,2,2,3,223,7,Potential Loyalists
15364,96,2,913.19,3,2,3,323,8,Potential Loyalists
15365,26,13,4557.13,4,5,5,455,14,Champions
15366,75,7,2389.08,3,4,4,344,11,Loyal Customers
15367,57,11,5081.33,4,5,5,455,14,Champions
15368,21,2,722.74,4,2,3,423,9,Potential Loyalists
15369,492,11,6251.26,1,5,5,155,11,Loyal Customers
15370,41,8,3739.01,4,4,5,445,13,Champions
15371,662,1,59.400000000000006,1,1,1,111,3,Lost
15372,137,8,6017.06,3,4,5,345,12,Loyal Customers
15373,8,17,3084.54,5,5,5,555,15,Champions
15374,129,2,307.32,3,2,2,322,7,Potential Loyalists
15375,690,1,60.959999999999994,1,1,1,111,3,Lost
15376,40,3,1221.56,4,3,4,434,11,Loyal Customers
15377,383,4,1211.75,2,3,3,233,8,Potential Loyalists
15378,463,2,246.5,1,2,1,121,4,Lost
15379,169,8,4877.84,3,4,5,345,12,Loyal Customers
15380,9,11,3248.96,5,5,5,555,15,Champions
15381,214,5,1890.5700000000002,2,4,4,244,10,Loyal Customers
15382,15,12,13733.550000000001,5,5,5,555,15,Champions
15384,170,4,2027.79,3,3,4,334,10,Loyal Customers
15385,40,3,942.08,4,3,3,433,10,Loyal Customers
15386,186,1,394.14,3,1,2,312,6,At Risk
15387,492,1,468.65,1,1,2,112,4,Lost
15388,270,1,140.54,2,1,1,211,4,Lost
15389,172,5,2733.8,3,4,4,344,11,Loyal Customers
15390,396,2,1216.66,2,2,3,223,7,Potential Loyalists
15391,584,1,289.87,1,1,2,112,4,Lost
15392,5,7,2911.62,5,4,5,545,14,Champions
15393,16,5,891.34,5,4,3,543,12,Loyal Customers
15394,10,11,5286.8,5,5,5,555,15,Champions
15395,326,1,107.45,2,1,1,211,4,Lost
15396,113,2,796.38,3,2,3,323,8,Potential Loyalists
15397,290,1,94.0,2,1,1,211,4,Lost
15398,16,2,1345.53,5,2,4,524,11,Loyal Customers
15399,1,3,815.77,5,3,3,533,11,Loyal Customers
15400,92,8,1302.3,3,4,4,344,11,Loyal Customers
15401,452,2,216.95000000000002,1,2,1,121,4,Lost
15402,149,6,1830.54,3,4,4,344,11,Loyal Customers
15403,492,2,170.88,1,2,1,121,4,Lost
15404,376,1,257.06,2,1,1,211,4,Lost
15405,189,2,659.84,3,2,3,323,8,Potential Loyalists
15406,31,4,975.87,4,3,3,433,10,Loyal Customers
15407,34,4,1046.74,4,3,3,433,10,Loyal Customers
15408,264,1,267.18,2,1,1,211,4,Lost
15409,721,1,131.25,1,1,1,111,3,Lost
15410,84,10,4685.72,3,5,5,355,13,Champions
15411,26,4,1348.93,4,3,4,434,11,Loyal Customers
15412,171,1,190.53,3,1,1,311,5,At Risk
15413,692,5,6798.72,1,4,5,145,10,Loyal Customers
15414,10,3,774.9000000000001,5,3,3,533,11,Loyal Customers
15415,313,1,559.61,2,1,2,212,5,At Risk
15416,65,7,4572.82,3,4,5,345,12,Loyal Customers
15417,85,1,508.8,3,1,2,312,6,At Risk
15418,425,2,449.42,1,2,2,122,5,At Risk
15419,25,1,135.86,4,1,1,411,6,At Risk
15420,434,6,743.0,1,4,3,143,8,Potential Loyalists
15421,59,10,3805.34,4,5,5,455,14,Champions
15422,323,7,1619.97,2,4,4,244,10,Loyal Customers
15423,38,3,266.89,4,3,1,431,8,Potential Loyalists
15424,254,3,597.78,2,3,2,232,7,Potential Loyalists
15425,400,4,1941.1200000000001,2,3,4,234,9,Potential Loyalists
15426,19,9,2156.35,5,5,4,554,14,Champions
15427,33,3,1430.54,4,3,4,434,11,Loyal Customers
15428,15,4,762.75,5,3,3,533,11,Loyal Customers
15429,27,2,397.35,4,2,2,422,8,Potential Loyalists
15430,468,2,954.75,1,2,3,123,6,At Risk
15431,503,1,153.24,1,1,1,111,3,Lost
15432,23,2,320.76,4,2,2,422,8,Potential Loyalists
15433,214,2,533.3,2,2,2,222,6,At Risk
15434,8,11,2567.06,5,5,4,554,14,Champions
15435,22,1,149.29,4,1,1,411,6,At Risk
15436,12,3,1067.75,5,3,3,533,11,Loyal Customers
15437,262,2,393.45,2,2,2,222,6,At Risk
15438,131,1,156.57999999999998,3,1,1,311,5,At Risk
15439,405,4,1269.05,2,3,4,234,9,Potential Loyalists
15440,55,3,383.68,4,3,2,432,9,Potential Loyalists
15441,396,3,1254.21,2,3,4,234,9,Potential Loyalists
15442,249,1,594.0,2,1,2,212,5,At Risk
15443,2,14,5114.23,5,5,5,555,15,Champions
15444,9,2,1411.21,5,2,4,524,11,Loyal Customers
15445,264,2,284.5,2,2,1,221,5,At Risk
15446,377,3,399.75,2,3,2,232,7,Potential Loyalists
15447,331,5,492.88,2,4,2,242,8,Potential Loyalists
15448,313,2,788.81,2,2,3,223,7,Potential Loyalists
15449,26,3,974.52,4,3,3,433,10,Loyal Customers
15450,30,1,429.84,4,1,2,412,7,Potential Loyalists
15451,434,2,226.86,1,2,1,121,4,Lost
15452,30,6,1785.1100000000001,4,4,4,444,12,Loyal Customers
15453,2,7,1371.77,5,4,4,544,13,Champions
15454,362,2,305.99,2,2,2,222,6,At Risk
15455,598,1,38.25,1,1,1,111,3,Lost
15456,283,10,2091.52,2,5,4,254,11,Loyal Customers
15457,262,1,237.07,2,1,1,211,4,Lost
15458,25,2,370.43999999999994,4,2,2,422,8,Potential Loyalists
15459,417,2,202.82999999999998,1,2,1,121,4,Lost
15460,354,1,214.26,2,1,1,211,4,Lost
15461,461,2,429.7,1,2,2,122,5,At Risk
15462,94,4,737.05,3,3,3,333,9,Potential Loyalists
15463,29,1,126.14,4,1,1,411,6,At Risk
15464,338,1,1044.65,2,1,3,213,6,At Risk
15465,20,32,12100.4,4,5,5,455,14,Champions
15466,85,4,1560.46,3,3,4,334,10,Loyal Customers
15467,9,3,524.88,5,3,2,532,10,Loyal Customers
15468,51,3,1430.48,4,3,4,434,11,Loyal Customers
15469,50,3,874.25,4,3,3,433,10,Loyal Customers
15470,576,1,63.419999999999995,1,1,1,111,3,Lost
15471,2,3,1292.01,5,3,4,534,12,Loyal Customers
15472,113,1,371.56,3,1,2,312,6,At Risk
15473,14,8,2046.0,5,4,4,544,13,Champions
15474,596,1,150.35,1,1,1,111,3,Lost
15475,77,1,454.10999999999996,3,1,2,312,6,At Risk
15476,380,4,2209.98,2,3,4,234,9,Potential Loyalists
15477,650,1,368.4,1,1,2,112,4,Lost
15478,40,3,1983.48,4,3,4,434,11,Loyal Customers
15479,733,1,147.4,1,1,1,111,3,Lost
15480,116,5,6279.0,3,4,5,345,12,Loyal Customers
15481,401,1,1993.34,2,1,4,214,7,Potential Loyalists
15482,16,19,14417.36,5,5,5,555,15,Champions
15483,161,10,817.8199999999999,3,5,3,353,11,Loyal Customers
15484,1,6,4652.1,5,4,5,545,14,Champions
15485,30,7,4810.92,4,4,5,445,13,Champions
15486,527,1,102.0,1,1,1,111,3,Lost
15487,680,1,231.32,1,1,1,111,3,Lost
15488,93,5,431.92,3,4,2,342,9,Potential Loyalists
15489,23,8,2419.61,4,4,4,444,12,Loyal Customers
15490,430,1,210.85,1,1,1,111,3,Lost
15491,95,6,3100.09,3,4,5,345,12,Loyal Customers
15492,28,2,659.4599999999999,4,2,3,423,9,Potential Loyalists
15493,33,9,4121.68,4,5,5,455,14,Champions
15494,21,5,3702.6,4,4,5,445,13,Champions
15495,379,1,246.5,2,1,1,211,4,Lost
15496,631,1,146.14000000000001,1,1,1,111,3,Lost
15497,18,9,8657.39,5,5,5,555,15,Champions
15498,3,44,24972.86,5,5,5,555,15,Champions
15499,724,1,158.65,1,1,1,111,3,Lost
15500,8,4,1131.56,5,3,3,533,11,Loyal Customers
15501,405,2,399.95,2,2,2,222,6,At Risk
15502,16,14,13003.869999999999,5,5,5,555,15,Champions
15503,363,2,257.3,2,2,1,221,5,At Risk
15504,81,4,402.7,3,3,2,332,8,Potential Loyalists
15505,53,5,3610.96,4,4,5,445,13,Champions
15506,23,6,2030.33,4,4,4,444,12,Loyal Customers
15507,172,1,475.86,3,1,2,312,6,At Risk
15508,189,6,1000.27,3,4,3,343,10,Loyal Customers
15509,380,1,152.41,2,1,1,211,4,Lost
15510,331,1,250.0,2,1,1,211,4,Lost
15511,12,5,900.53,5,4,3,543,12,Loyal Customers
15512,156,4,331.58,3,3,2,332,8,Potential Loyalists
15513,33,35,26437.05,4,5,5,455,14,Champions
15514,12,18,6392.06,5,5,5,555,15,Champions
15515,387,1,171.81,2,1,1,211,4,Lost
15516,45,3,62.43,4,3,1,431,8,Potential Loyalists
15517,233,1,267.03,2,1,1,211,4,Lost
15518,64,15,4189.99,3,5,5,355,13,Champions
15519,383,2,344.61,2,2,2,222,6,At Risk
15520,2,1,343.5,5,1,2,512,8,Potential Loyalists
15521,40,16,7098.24,4,5,5,455,14,Champions
15522,33,2,397.99,4,2,2,422,8,Potential Loyalists
15523,84,16,17259.19,3,5,5,355,13,Champions
15524,25,2,591.4,4,2,2,422,8,Potential Loyalists
15525,2,4,890.22,5,3,3,533,11,Loyal Customers
15526,33,2,148.44,4,2,1,421,7,Potential Loyalists
15527,19,23,5554.89,5,5,5,555,15,Champions
15528,254,1,229.33,2,1,1,211,4,Lost
15529,23,12,4783.66,4,5,5,455,14,Champions
15530,22,5,1808.68,4,4,4,444,12,Loyal Customers
15531,8,2,1972.39,5,2,4,524,11,Loyal Customers
15532,25,10,3738.85,4,5,5,455,14,Champions
15533,19,3,807.57,5,3,3,533,11,Loyal Customers
15534,726,1,162.25,1,1,1,111,3,Lost
15535,173,6,1044.3700000000001,3,4,3,343,10,Loyal Customers
15536,409,1,259.09,2,1,1,211,4,Lost
15537,163,1,110.92,3,1,1,311,5,At Risk
15538,538,6,3358.3999999999996,1,4,5,145,10,Loyal Customers
15539,7,1,538.46,5,1,2,512,8,Potential Loyalists
15540,11,2,460.68,5,2,2,522,9,Potential Loyalists
15541,114,1,85.13000000000001,3,1,1,311,5,At Risk
15542,512,3,855.71,1,3,3,133,7,Potential Loyalists
15543,288,2,242.26,2,2,1,221,5,At Risk
15544,9,20,7807.89,5,5,5,555,15,Champions
15545,54,2,288.96999999999997,4,2,2,422,8,Potential Loyalists
15546,607,2,1079.1000000000001,1,2,3,123,6,At Risk
15547,7,26,10057.05,5,5,5,555,15,Champions
15548,596,1,158.09,1,1,1,111,3,Lost
15549,77,8,2334.16,3,4,4,344,11,Loyal Customers
15550,4,12,2211.05,5,5,4,554,14,Champions
15551,37,7,1679.81,4,4,4,444,12,Loyal Customers
15552,217,2,252.52,2,2,1,221,5,At Risk
15553,60,1,428.93,3,1,2,312,6,At Risk
15554,278,1,217.2,2,1,1,211,4,Lost
15555,12,36,11243.91,5,5,5,555,15,Champions
15556,24,1,279.77,4,1,1,411,6,At Risk
15557,29,1,468.91,4,1,2,412,7,Potential Loyalists
15558,639,1,202.68,1,1,1,111,3,Lost
15559,568,1,1109.4,1,1,3,113,5,At Risk
15560,398,2,153.52,2,2,1,221,5,At Risk
15561,12,8,1934.3899999999999,5,4,4,544,13,Champions
15562,352,3,671.4300000000001,2,3,3,233,8,Potential Loyalists
15563,22,7,2859.46,4,4,4,444,12,Loyal Customers
15564,463,2,70.74000000000001,1,2,1,121,4,Lost
15565,50,2,173.16,4,2,1,421,7,Potential Loyalists
15566,393,2,227.87,2,2,1,221,5,At Risk
15567,19,1,186.01,5,1,1,511,7,Potential Loyalists
15568,3,3,758.29,5,3,3,533,11,Loyal Customers
15569,104,10,3583.45,3,5,5,355,13,Champions
15570,7,25,8736.49,5,5,5,555,15,Champions
15571,12,14,3892.35,5,5,5,555,15,Champions
15572,5,10,3965.2,5,5,5,555,15,Champions
15573,32,5,1188.42,4,4,3,443,11,Loyal Customers
15574,178,6,1101.44,3,4,3,343,10,Loyal Customers
15575,620,1,30.1,1,1,1,111,3,Lost
15576,38,1,921.37,4,1,3,413,8,Potential Loyalists
15577,151,5,396.03000000000003,3,4,2,342,9,Potential Loyalists
15578,162,1,127.1,3,1,1,311,5,At Risk
15579,69,5,1250.63,3,4,4,344,11,Loyal Customers
15580,377,8,1375.39,2,4,4,244,10,Loyal Customers
15581,121,38,7480.4,3,5,5,355,13,Champions
15582,25,3,682.9100000000001,4,3,3,433,10,Loyal Customers
15583,376,1,95.96,2,1,1,211,4,Lost
15584,24,6,1268.2,4,4,4,444,12,Loyal Customers
15585,177,1,455.3,3,1,2,312,6,At Risk
15586,593,3,1139.1,1,3,3,133,7,Potential Loyalists
15587,50,7,1522.0800000000002,4,4,4,444,12,Loyal Customers
15588,678,1,579.6,1,1,2,112,4,Lost
15589,256,3,478.53000000000003,2,3,2,232,7,Potential Loyalists
15590,382,5,1496.6,2,4,4,244,10,Loyal Customers
15591,583,3,217.9,1,3,1,131,5,At Risk
15592,47,1,388.58,4,1,2,412,7,Potential Loyalists
15593,71,1,199.8,3,1,1,311,5,At Risk
15594,16,5,1771.78,5,4,4,544,13,Champions
15595,488,1,357.6,1,1,2,112,4,Lost
15596,101,9,2727.72,3,5,4,354,12,Loyal Customers
15597,35,2,563.37,4,2,2,422,8,Potential Loyalists
15598,53,2,548.02,4,2,2,422,8,Potential Loyalists
15599,27,3,1250.06,4,3,4,434,11,Loyal Customers
15600,428,4,1199.31,1,3,3,133,7,Potential Loyalists
15601,11,30,14191.74,5,5,5,555,15,Champions
15602,8,16,3137.96,5,5,5,555,15,Champions
15603,79,2,88.48,3,2,1,321,6,At Risk
15604,52,1,216.39,4,1,1,411,6,At Risk
15605,36,9,1741.95,4,5,4,454,13,Champions
15606,61,17,5230.99,3,5,5,355,13,Champions
15607,337,9,1708.97,2,5,4,254,11,Loyal Customers
15608,28,5,1785.98,4,4,4,444,12,Loyal Customers
15609,184,1,298.48,3,1,2,312,6,At Risk
15610,52,1,112.46000000000001,4,1,1,411,6,At Risk
15611,10,26,2997.28,5,5,5,555,15,Champions
15612,36,2,195.15,4,2,1,421,7,Potential Loyalists
15613,610,1,433.71999999999997,1,1,2,112,4,Lost
15614,438,4,3147.36,1,3,5,135,9,Potential Loyalists
15615,10,47,21373.97,5,5,5,555,15,Champions
15616,438,1,317.11,1,1,2,112,4,Lost
15617,396,3,828.5500000000001,2,3,3,233,8,Potential Loyalists
15618,33,4,776.851,4,3,3,433,10,Loyal Customers
15619,11,1,336.40000000000003,5,1,2,512,8,Potential Loyalists
15620,57,4,1942.36,4,3,4,434,11,Loyal Customers
15621,4,4,1293.03,5,3,4,534,12,Loyal Customers
15622,43,17,7852.61,4,5,5,455,14,Champions
15623,141,8,2437.05,3,4,4,344,11,Loyal Customers
15624,117,4,588.13,3,3,2,332,8,Potential Loyalists
15625,104,9,3236.4,3,5,5,355,13,Champions
15626,75,3,1067.52,3,3,3,333,9,Potential Loyalists
15627,457,2,566.9,1,2,2,122,5,At Risk
15628,5,17,5333.08,5,5,5,555,15,Champions
15629,450,4,2240.9,1,3,4,134,8,Potential Loyalists
15630,45,3,1481.4,4,3,4,434,11,Loyal Customers
15631,642,1,596.67,1,1,2,112,4,Lost
15632,16,8,3285.31,5,4,5,545,14,Champions
15633,509,13,4335.96,1,5,5,155,11,Loyal Customers
15634,17,2,554.65,5,2,2,522,9,Potential Loyalists
15635,396,1,100.35,2,1,1,211,4,Lost
15636,90,4,1444.58,3,3,4,334,10,Loyal Customers
15637,53,5,797.59,4,4,3,443,11,Loyal Customers
15638,379,6,2265.2,2,4,4,244,10,Loyal Customers
15639,134,3,1065.08,3,3,3,333,9,Potential Loyalists
15640,4,29,23494.31,5,5,5,555,15,Champions
15641,105,12,5345.55,3,5,5,355,13,Champions
15642,730,1,105.78000000000002,1,1,1,111,3,Lost
15643,192,3,664.0,2,3,3,233,8,Potential Loyalists
15644,166,4,803.54,3,3,3,333,9,Potential Loyalists
15645,19,3,1055.17,5,3,3,533,11,Loyal Customers
15646,158,5,784.8100000000001,3,4,3,343,10,Loyal Customers
15647,415,1,169.0,1,1,1,111,3,Lost
15648,204,2,639.5,2,2,3,223,7,Potential Loyalists
15649,336,4,1660.35,2,3,4,234,9,Potential Loyalists
15650,522,2,553.88,1,2,2,122,5,At Risk
15651,37,5,1259.06,4,4,4,444,12,Loyal Customers
15652,91,5,1405.94,3,4,4,344,11,Loyal Customers
15653,93,2,877.4399999999999,3,2,3,323,8,Potential Loyalists
15654,9,2,922.53,5,2,3,523,10,Loyal Customers
15655,243,1,560.67,2,1,2,212,5,At Risk
15656,45,4,748.5,4,3,3,433,10,Loyal Customers
15657,23,1,30.0,4,1,1,411,6,At Risk
15658,190,8,2117.27,2,4,4,244,10,Loyal Customers
15659,44,3,532.49,4,3,2,432,9,Potential Loyalists
15660,25,15,2603.69,4,5,4,454,13,Champions
15661,317,8,1215.95,2,4,3,243,9,Potential Loyalists
15662,661,2,283.73,1,2,1,121,4,Lost
15663,106,1,138.14,3,1,1,311,5,At Risk
15664,51,4,1254.03,4,3,4,434,11,Loyal Customers
15665,168,5,3987.07,3,4,5,345,12,Loyal Customers
15666,472,2,632.9399999999999,1,2,3,123,6,At Risk
15667,40,1,301.32,4,1,2,412,7,Potential Loyalists
15668,218,1,76.32000000000001,2,1,1,211,4,Lost
15669,40,4,684.34,4,3,3,433,10,Loyal Customers
15670,297,2,325.2,2,2,2,222,6,At Risk
15671,19,7,2657.13,5,4,4,544,13,Champions
15672,725,1,45.300000000000004,1,1,1,111,3,Lost
15673,88,9,6204.32,3,5,5,355,13,Champions
15674,73,13,6948.2300000000005,3,5,5,355,13,Champions
15675,81,4,542.04,3,3,2,332,8,Potential Loyalists
15676,19,3,3435.76,5,3,5,535,13,Champions
15677,49,3,1305.63,4,3,4,434,11,Loyal Customers
15678,53,3,1825.94,4,3,4,434,11,Loyal Customers
15679,24,4,781.28,4,3,3,433,10,Loyal Customers
15680,9,10,4028.69,5,5,5,555,15,Champions
15681,25,14,2989.7,4,5,5,455,14,Champions
15682,599,2,318.24,1,2,2,122,5,At Risk
15683,117,2,524.54,3,2,2,322,7,Potential Loyalists
15684,547,3,173.95,1,3,1,131,5,At Risk
15685,450,1,55.980000000000004,1,1,1,111,3,Lost
15686,420,1,90.0,1,1,1,111,3,Lost
15687,9,9,2993.1,5,5,5,555,15,Champions
15688,419,1,190.57,1,1,1,111,3,Lost
15689,120,3,521.03,3,3,2,332,8,Potential Loyalists
15690,4,2,239.76,5,2,1,521,8,Potential Loyalists
15691,252,4,571.3,2,3,2,232,7,Potential Loyalists
15692,28,1,191.04,4,1,1,411,6,At Risk
15693,659,1,37.5,1,1,1,111,3,Lost
15694,1,24,9978.48,5,5,5,555,15,Champions
15695,267,4,1131.04,2,3,3,233,8,Potential Loyalists
15696,33,13,3881.2200000000003,4,5,5,455,14,Champions
15697,690,1,246.75,1,1,1,111,3,Lost
15698,624,1,46.2,1,1,1,111,3,Lost
15699,18,1,309.65,5,1,2,512,8,Potential Loyalists
15700,172,2,696.68,3,2,3,323,8,Potential Loyalists
15701,2,4,1529.0,5,3,4,534,12,Loyal Customers
15702,476,2,140.39000000000001,1,2,1,121,4,Lost
15703,265,1,211.5,2,1,1,211,4,Lost
15704,140,6,3734.6600000000003,3,4,5,345,12,Loyal Customers
15705,201,1,143.1,2,1,1,211,4,Lost
15706,64,4,1060.56,3,3,3,333,9,Potential Loyalists
15707,35,4,916.98,4,3,3,433,10,Loyal Customers
15708,41,9,3887.15,4,5,5,455,14,Champions
15709,284,2,327.85,2,2,2,222,6,At Risk
15710,417,1,898.87,1,1,3,113,5,At Risk
15711,557,2,420.25,1,2,2,122,5,At Risk
15712,9,12,3472.4100000000003,5,5,5,555,15,Champions
15713,143,4,839.64,3,3,3,333,9,Potential Loyalists
15714,12,5,783.96,5,4,3,543,12,Loyal Customers
15715,556,5,658.02,1,4,3,143,8,Potential Loyalists
15716,146,11,2485.26,3,5,4,354,12,Loyal Customers
15717,234,5,607.0,2,4,2,242,8,Potential Loyalists
15718,540,1,293.79,1,1,2,112,4,Lost
15719,33,31,10195.97,4,5,5,455,14,Champions
15720,24,2,739.22,4,2,3,423,9,Potential Loyalists
15721,12,1,471.40000000000003,5,1,2,512,8,Potential Loyalists
15722,36,11,5234.0,4,5,5,455,14,Champions
15723,365,4,930.7,2,3,3,233,8,Potential Loyalists
15724,201,3,310.85,2,3,2,232,7,Potential Loyalists
15725,15,1,415.25,5,1,2,512,8,Potential Loyalists
15726,390,1,321.91,2,1,2,212,5,At Risk
15727,17,15,9371.71,5,5,5,555,15,Champions
15728,380,2,544.6,2,2,2,222,6,At Risk
15729,213,3,192.55,2,3,1,231,6,At Risk
15730,66,5,1726.58,3,4,4,344,11,Loyal Customers
15731,554,1,125.3,1,1,1,111,3,Lost
15732,212,10,1543.97,2,5,4,254,11,Loyal Customers
15733,283,1,162.3,2,1,1,211,4,Lost
15734,115,4,2263.3,3,3,4,334,10,Loyal Customers
15735,421,1,327.68,1,1,2,112,4,Lost
15736,435,2,1767.12,1,2,4,124,7,Potential Loyalists
15737,15,8,1188.1200000000001,5,4,3,543,12,Loyal Customers
15738,19,41,13043.32,5,5,5,555,15,Champions
15739,66,1,449.12,3,1,2,312,6,At Risk
15740,49,1,154.88,4,1,1,411,6,At Risk
15741,458,2,208.62,1,2,1,121,4,Lost
15742,619,1,156.87,1,1,1,111,3,Lost
15743,16,4,775.96,5,3,3,533,11,Loyal Customers
15744,78,1,34.8,3,1,1,311,5,At Risk
15745,19,4,1094.59,5,3,3,533,11,Loyal Customers
15746,134,1,196.88,3,1,1,311,5,At Risk
15747,13,9,2499.81,5,5,4,554,14,Champions
15748,40,3,609.8100000000001,4,3,3,433,10,Loyal Customers
15749,235,3,44534.3,2,3,5,235,10,Loyal Customers
15750,3,18,6452.991,5,5,5,555,15,Champions
15751,461,11,1380.44,1,5,4,154,10,Loyal Customers
15752,40,9,3924.91,4,5,5,455,14,Champions
15753,305,1,79.2,2,1,1,211,4,Lost
15754,51,9,3037.61,4,5,5,455,14,Champions
15755,10,17,5993.12,5,5,5,555,15,Champions
15756,61,4,528.01,3,3,2,332,8,Potential Loyalists
15757,66,6,2940.36,3,4,5,345,12,Loyal Customers
15758,25,1,205.25,4,1,1,411,6,At Risk
15759,218,7,830.9300000000001,2,4,3,243,9,Potential Loyalists
15760,631,2,13916.34,1,2,5,125,8,Potential Loyalists
15761,443,1,143.05,1,1,1,111,3,Lost
15762,65,2,583.75,3,2,2,322,7,Potential Loyalists
15763,32,2,1086.92,4,2,3,423,9,Potential Loyalists
15764,88,8,4503.08,3,4,5,345,12,Loyal Customers
15765,667,1,370.63,1,1,2,112,4,Lost
15766,64,3,831.06,3,3,3,333,9,Potential Loyalists
15768,116,34,15308.89,3,5,5,355,13,Champions
15769,7,46,88612.52,5,5,5,555,15,Champions
15770,613,1,321.45,1,1,2,112,4,Lost
15771,604,3,1006.54,1,3,3,133,7,Potential Loyalists
15772,418,1,280.88,1,1,1,111,3,Lost
15773,6,2,774.52,5,2,3,523,10,Loyal Customers
15774,69,6,1288.34,3,4,4,344,11,Loyal Customers
15775,245,2,150.5,2,2,1,221,5,At Risk
15776,133,1,241.62,3,1,1,311,5,At Risk
15777,241,7,1762.61,2,4,4,244,10,Loyal Customers
15778,431,1,307.95,1,1,2,112,4,Lost
15779,463,2,124.08000000000001,1,2,1,121,4,Lost
15780,184,3,475.28000000000003,3,3,2,332,8,Potential Loyalists
15781,25,3,345.46,4,3,2,432,9,Potential Loyalists
15782,10,4,4014.1,5,3,5,535,13,Champions
15783,11,1,246.3,5,1,1,511,7,Potential Loyalists
15784,468,2,848.3299999999999,1,2,3,123,6,At Risk
15785,33,16,5969.93,4,5,5,455,14,Champions
15786,46,5,8501.62,4,4,5,445,13,Champions
15787,26,3,933.26,4,3,3,433,10,Loyal Customers
15788,509,1,221.82999999999998,1,1,1,111,3,Lost
15789,358,6,1962.01,2,4,4,244,10,Loyal Customers
15790,10,1,218.75,5,1,1,511,7,Potential Loyalists
15791,44,5,3608.34,4,4,5,445,13,Champions
15792,400,2,933.84,2,2,3,223,7,Potential Loyalists
15793,15,8,2399.57,5,4,4,544,13,Champions
15794,736,2,777.0,1,2,3,123,6,At Risk
15795,150,8,1979.8700000000001,3,4,4,344,11,Loyal Customers
15796,1,17,5171.63,5,5,5,555,15,Champions
15797,113,6,2821.08,3,4,4,344,11,Loyal Customers
15798,493,3,1535.37,1,3,4,134,8,Potential Loyalists
15799,76,4,1421.34,3,3,4,334,10,Loyal Customers
15800,107,7,1227.07,3,4,4,344,11,Loyal Customers
15801,46,3,1063.95,4,3,3,433,10,Loyal Customers
15802,143,1,451.42,3,1,2,312,6,At Risk
15803,51,4,1929.66,4,3,4,434,11,Loyal Customers
15804,1,13,4206.39,5,5,5,555,15,Champions
15805,23,30,10148.93,4,5,5,455,14,Champions
15806,46,3,784.58,4,3,3,433,10,Loyal Customers
15807,50,5,1817.52,4,4,4,444,12,Loyal Customers
15808,306,21,17180.25,2,5,5,255,12,Loyal Customers
15809,36,7,1274.44,4,4,4,444,12,Loyal Customers
15810,79,8,2999.04,3,4,5,345,12,Loyal Customers
15811,22,7,3486.15,4,4,5,445,13,Champions
15812,107,12,5201.47,3,5,5,355,13,Champions
15813,208,2,1303.9099999999999,2,2,4,224,8,Potential Loyalists
15814,17,6,2634.44,5,4,4,544,13,Champions
15815,64,5,2100.6,3,4,4,344,11,Loyal Customers
15816,542,2,144.14999999999998,1,2,1,121,4,Lost
15817,421,3,2766.4,1,3,4,134,8,Potential Loyalists
15818,588,1,340.5,1,1,2,112,4,Lost
