,Revenue,Quantity,log_Revenue,log_Quantity,day_of_week,month,quarter,is_weekend,is_month_end,lag_1,lag_7,lag_30,rolling_7_mean,rolling_30_mean,rolling_7_std
2010-12-23,5644.77,3220,8.63866187117885,8.0774471493312,3,12,4,False,False,4886.52,48791.87,49805.35,16637.988571428577,29753.249333333337,16106.261476144828
2010-12-24,0.0,0,0.0,0.0,4,12,4,False,False,5644.77,19966.36,41138.6,10474.117142857149,28281.23,7931.95582384464
2010-12-25,0.0,0,0.0,0.0,5,12,4,True,False,0.0,0.0,67870.96,7621.780000000005,26909.943333333336,7529.378066128634
2010-12-26,0.0,0,0.0,0.0,6,12,4,True,False,0.0,7292.95,28828.04,7621.780000000005,24647.578,7529.378066128634
2010-12-27,0.0,0,0.0,0.0,0,12,4,False,False,0.0,19599.06,0.0,6579.930000000006,23686.643333333333,8067.780008756989
2010-12-28,0.0,0,0.0,0.0,1,12,4,False,False,0.0,15929.16,27125.16,3780.06428571429,23686.643333333333,5908.432425214608
2010-12-29,0.0,0,0.0,0.0,2,12,4,False,False,0.0,4886.52,63245.18,1504.4700000000043,22782.471333333335,2578.678479279397
2010-12-30,0.0,0,0.0,0.0,3,12,4,False,False,0.0,5644.77,49806.23,806.3957142857186,20674.29866666667,2133.5225183079847
2010-12-31,0.0,0,0.0,0.0,4,12,4,False,True,0.0,0.0,46192.49,0.0,19014.091000000004,0.0
2011-01-01,0.0,0,0.0,0.0,5,1,1,True,False,0.0,0.0,47197.57,0.0,17474.341333333334,0.0
2011-01-02,0.0,0,0.0,0.0,6,1,1,True,False,0.0,0.0,23876.63,0.0,15901.089,0.0
2011-01-03,0.0,0,0.0,0.0,0,1,1,False,False,0.0,0.0,0.0,0.0,15105.201333333333,0.0
2011-01-04,12105.11,6950,9.401465562813788,8.846640813100485,1,1,1,False,False,0.0,0.0,31361.28,0.0,15105.201333333333,0.0
2011-01-05,28799.43,18369,10.268145596568134,9.818474178209172,2,1,1,False,False,12105.11,0.0,31009.33,1729.3014285714328,14463.329000000002,4575.301521868586
2011-01-06,34343.79,21534,10.444205612202152,9.977434797488211,3,1,1,False,False,28799.43,0.0,53730.96,5843.505714285719,14389.665666666668,11082.380484405301
2011-01-07,23797.79,15122,10.077390018031018,9.62397204275074,4,1,1,False,False,34343.79,0.0,39094.2,10749.761428571433,13743.426666666666,14980.738592176067
2011-01-08,0.0,0,0.0,0.0,5,1,1,True,False,23797.79,0.0,38193.91,14149.445714285717,13233.546333333332,14834.216520905122
2011-01-09,15590.68,8125,9.654492717631484,9.002824076547672,6,1,1,True,False,0.0,0.0,33488.38,14149.445714285717,11960.416,14834.216520905122
2011-01-10,15330.83,9380,9.637686338518286,9.14644164612595,0,1,1,False,False,15590.68,0.0,0.0,16376.685714285719,11363.826000000001,13462.726536974642
2011-01-11,60243.73,26072,11.006170378647608,10.16865557510557,1,1,1,False,False,15330.83,12105.11,17102.35,18566.80428571429,11874.853666666666,11451.28579787999
2011-01-12,17124.74,7883,9.748337873875661,8.97259066827261,2,1,1,False,False,60243.73,28799.43,27578.34,25443.750000000004,13312.899666666668,18933.9098181006
2011-01-13,15159.460000000001,8309,9.626446001743938,9.025214887849494,3,1,1,False,False,17124.74,34343.79,29235.13,23775.93714285715,12964.446333333333,19102.494544920657
2011-01-14,39509.7,21098,10.584326800282154,9.956980924976127,4,1,1,False,False,15159.460000000001,23797.79,30251.47,21035.318571428576,12495.257333333333,18705.698865573395
2011-01-15,0.0,0,0.0,0.0,5,1,1,True,False,39509.7,0.0,48791.87,23279.877142857145,12803.865,19990.932272773658
2011-01-16,6976.39,4086,8.850430200327413,8.315566483564277,6,1,1,True,False,0.0,15590.68,19966.36,23279.877142857145,11177.469333333334,19990.932272773658
2011-01-17,16527.05,8692,9.712814216524253,9.070273383079064,0,1,1,False,False,6976.39,15330.83,0.0,22049.26428571429,10744.470333333333,20792.23943003001
2011-01-18,87559.21,80605,11.380081949989338,11.297328367411419,1,1,1,False,False,16527.05,60243.73,7292.95,22220.15285714286,11295.372,20732.648946903126
2011-01-19,21586.78,15869,9.979882692839839,9.672185813520455,2,1,1,False,False,87559.21,17124.74,19599.06,26122.36428571429,13970.914,29709.329582582217
2011-01-20,15197.08,8171,9.628924383066384,9.008468955937513,3,1,1,False,False,21586.78,15159.460000000001,15929.16,26759.798571428575,14037.171333333334,29531.439772511047
2011-01-21,24276.01,12694,10.097285090967532,9.448963494138779,4,1,1,False,False,15197.08,39509.7,4886.52,26765.17285714286,14012.768666666667,29528.980154627592
2011-01-22,0.0,0,0.0,0.0,5,1,1,True,False,24276.01,0.0,5644.77,24588.93142857143,14659.085,28989.609593153324
2011-01-23,10306.1,5200,9.2405882571339,8.556606193773073,6,1,1,True,False,0.0,6976.39,0.0,24588.93142857143,14470.926000000001,28989.609593153324
2011-01-24,17601.87,9587,9.775817235913891,9.168267595554275,0,1,1,False,False,10306.1,16527.05,0.0,25064.604285714293,14814.462666666666,28678.094403090345
2011-01-25,23994.38,14443,10.08561659079958,9.578034382397348,1,1,1,False,False,17601.87,87559.21,0.0,25218.150000000005,15401.191666666668,28627.597778450312
2011-01-26,17424.45,10418,9.765687060259397,9.251386341412184,2,1,1,False,False,23994.38,21586.78,0.0,16137.460000000005,16201.004333333334,8709.319360556603
2011-01-27,22050.49,10902,10.001135452288137,9.296793259706382,3,1,1,False,False,17424.45,15197.08,0.0,15542.841428571433,16781.819333333333,8412.289803459005
2011-01-28,17247.2,9164,9.755463069188806,9.123147160273806,4,1,1,False,False,22050.49,24276.01,0.0,16521.900000000005,17516.83566666667,8757.09015202345
2011-01-29,0.0,0,0.0,0.0,5,1,1,True,False,17247.2,0.0,0.0,15517.784285714291,18091.742333333335,8097.961340240392
2011-01-30,6542.61,3383,8.786244279929619,8.126813720726114,6,1,1,True,False,0.0,10306.1,0.0,15517.784285714291,18091.742333333335,8097.961340240392
2011-01-31,18806.43,12417,9.842007283508003,9.426902311924838,0,1,1,False,True,6542.61,17601.87,0.0,14980.14285714286,18309.829333333335,8610.367388920746
2011-02-01,26358.7,14995,10.17959160767156,9.615538777855802,1,2,1,False,False,18806.43,23994.38,0.0,15152.22285714286,18936.710333333336,8683.224236387648
2011-02-02,17091.15,8908,9.74637457276098,9.094817280720644,2,2,1,False,False,26358.7,17424.45,0.0,15489.982857142862,19815.333666666666,9119.513082099826
2011-02-03,22171.9,15427,10.0066261014532,9.643939319328119,3,2,1,False,False,17091.15,22050.49,12105.11,15442.368571428577,20385.038666666667,9108.593162308161
2011-02-04,18087.96,11254,9.803057086410561,9.328567753340833,4,2,1,False,False,22171.9,17247.2,28799.43,15459.712857142862,20720.598333333335,9123.376887994371
2011-02-05,0.0,0,0.0,0.0,5,2,1,True,False,18087.96,0.0,34343.79,15579.821428571433,20363.549333333332,9156.305890094562
2011-02-06,3439.67,2036,8.143421498844589,7.619233416226805,6,2,1,True,False,0.0,6542.61,23797.79,15579.821428571433,19218.75633333333,9156.305890094562
2011-02-07,23382.97,8567,10.05980602386176,9.055789612127585,0,2,1,False,False,3439.67,18806.43,0.0,15136.54428571429,18540.152333333335,9724.23303954411
2011-02-08,14153.34,8664,9.557776569825247,9.067047202149707,1,2,1,False,False,23382.97,26358.7,15590.68,15790.335714285718,19319.58466666667,10156.341389537278
2011-02-09,11910.83,6144,9.385287302938973,8.723394022000136,2,2,1,False,False,14153.34,17091.15,15330.83,14046.712857142862,19271.673333333332,9024.185181521367
2011-02-10,14155.36,11767,9.557919272054681,9.373139262281274,3,2,1,False,False,11910.83,22171.9,60243.73,13306.667142857148,19157.673333333336,8944.972830127721
2011-02-11,18579.96,9575,9.82989267949377,9.16701524723781,4,2,1,False,False,14155.36,18087.96,17124.74,12161.447142857147,17621.394333333334,8093.43826407066
2011-02-12,0.0,0,0.0,0.0,5,2,1,True,False,18579.96,0.0,15159.460000000001,12231.732857142862,17669.90166666667,8155.382983914557
2011-02-13,5645.48,2723,8.638787621140272,7.909856667269403,6,2,1,True,False,0.0,3439.67,39509.7,12231.732857142862,17164.586333333333,8155.382983914557
2011-02-14,22999.39,12339,10.043266451289266,9.42060129745938,0,2,1,False,False,5645.48,23382.97,0.0,12546.848571428576,16035.779000000002,7793.639518933389
2011-02-15,37750.62,22082,10.53878366766368,10.002563360726816,1,2,1,False,False,22999.39,14153.34,6976.39,12492.051428571433,16802.425333333333,7705.603776037297
2011-02-16,23413.97,15729,10.061130840386841,9.663324996052323,2,2,1,False,False,37750.62,11910.83,16527.05,15863.091428571433,17828.233,12328.463063905427
2011-02-17,17659.64,12747,9.779093713591894,9.453129675537227,3,2,1,False,False,23413.97,14155.36,87559.21,17506.397142857146,18057.797000000002,12479.571508502338
2011-02-18,14438.73,8610,9.577738714211064,9.060795734696166,4,2,1,False,False,17659.64,18579.96,21586.78,18007.008571428574,15727.811333333335,12392.726233820134
2011-02-19,0.0,0,0.0,0.0,5,2,1,True,False,14438.73,0.0,15197.08,17415.40428571429,15489.543000000001,12459.483337643984
2011-02-20,9437.8,5218,9.15258413241522,8.560061091643414,6,2,1,True,False,0.0,5645.48,24276.01,17415.40428571429,14982.973666666667,12459.483337643984
2011-02-21,32724.38,20376,10.395906202628177,9.922162092800937,0,2,1,False,False,9437.8,22999.39,0.0,17957.16428571429,14488.366666666667,11933.767744031838
2011-02-22,29116.63,20921,10.279099111635853,9.948556515903705,1,2,1,False,False,32724.38,37750.62,10306.1,19346.448571428573,15579.179333333333,13125.196629788594
2011-02-23,19315.97,12139,9.868739263168901,9.40426106461349,2,2,1,False,False,29116.63,23413.97,17601.87,18113.021428571432,16206.197000000002,11399.694739929682
2011-02-24,21463.94,11558,9.974176185406677,9.355219633294267,3,2,1,False,False,19315.97,17659.64,23994.38,17527.59285714286,16263.33366666667,11185.304229243087
2011-02-25,18377.14,10038,9.818917193835711,9.214232786691527,4,2,1,False,False,21463.94,14438.73,17424.45,18071.06428571429,16178.98566666667,11284.768851788447
2011-02-26,0.0,0,0.0,0.0,5,2,1,True,False,18377.14,0.0,22050.49,18633.69428571429,16210.742,11171.093728839987
2011-02-27,9382.71,4823,9.14673048618997,8.481358738407021,6,2,1,True,False,0.0,9437.8,17247.2,18633.69428571429,15475.725666666667,11171.093728839987
2011-02-28,15026.68,8387,9.61764911288184,9.03455739202181,0,2,1,False,True,9382.71,32724.38,0.0,18625.82428571429,15213.576000000001,11178.668790553495
2011-03-01,23621.59,11566,10.069958736576499,9.355911495295402,1,3,1,False,False,15026.68,29116.63,6542.61,16097.581428571431,15714.465333333334,9302.47546194992
2011-03-02,18666.14,8608,9.834520037870547,9.060563446657955,2,3,1,False,False,23621.59,19315.97,18806.43,15312.575714285718,16283.764666666668,8185.53337499119
2011-03-03,32818.19,19119,10.398768684266399,9.858490186605392,3,3,1,False,False,18666.14,21463.94,26358.7,15219.742857142863,16279.088333333331,8136.099002127692
2011-03-04,17302.55,12930,9.758666961746894,9.467382808295852,4,3,1,False,False,32818.19,18377.14,17091.15,16841.77857142858,16494.404666666665,10404.125677719412
2011-03-05,0.0,0,0.0,0.0,5,3,1,True,False,17302.55,0.0,22171.9,16688.265714285717,16501.451333333334,10385.607018999644
2011-03-06,9951.67,5026,9.205596135863985,8.522578663692576,6,3,1,True,False,0.0,9382.71,18087.96,16688.265714285717,15762.388,10385.607018999644
2011-03-07,20247.85,11088,9.915853280798608,9.313708904953216,0,3,1,False,False,9951.67,15026.68,0.0,16769.545714285716,15491.178333333335,10320.928021686228
2011-03-08,22184.11,13811,10.007176622105879,9.533293058509884,1,3,1,False,False,20247.85,23621.59,3439.67,17515.42714285715,16166.106666666667,10362.56063464801
2011-03-09,20320.23,11457,9.919421431356524,9.346443454968522,2,3,1,False,False,22184.11,18666.14,23382.97,17310.07285714286,16790.921333333335,10234.843750187718
2011-03-10,24429.77,15222,10.103598682379726,9.630562721059254,3,3,1,False,False,20320.23,32818.19,14153.34,17546.37142857143,16688.83,10290.31444586998
2011-03-11,20894.75,9249,9.947301067992337,9.132378830506472,4,3,1,False,False,24429.77,17302.55,11910.83,16348.025714285719,17031.377666666664,8558.075471225682
2011-03-12,0.0,0,0.0,0.0,5,3,1,True,False,20894.75,0.0,14155.36,16861.19714285715,17330.841666666667,8730.808528230547
2011-03-13,4117.22,2733,8.323176310152954,7.913521017283895,6,3,1,True,False,0.0,9951.67,18579.96,16861.19714285715,16858.996333333333,8730.808528230547
2011-03-14,25866.33,16729,10.160736061504288,9.72495879398087,0,3,1,False,False,4117.22,20247.85,0.0,16027.704285714291,16376.905,9722.538428990376
2011-03-15,14896.28,7918,9.60893392493364,8.977020214210413,1,3,1,False,False,25866.33,22184.11,5645.48,16830.34428571429,17239.116,10341.22679962721
2011-03-16,21715.11,12843,9.985809660402087,9.460632055209405,2,3,1,False,False,14896.28,20320.23,22999.39,15789.225714285718,17547.476000000002,10075.846800702559
2011-03-17,31976.51,19025,10.37278812219338,9.853561743766402,3,3,1,False,False,21715.11,24429.77,37750.62,15988.49428571429,17504.666666666668,10193.496958788382
2011-03-18,23334.6,13214,10.057735370502467,9.48910782703839,4,3,1,False,False,31976.51,20894.75,23413.97,17066.600000000002,17312.196333333333,11544.620744242724
2011-03-19,0.0,0,0.0,0.0,5,3,1,True,False,23334.6,0.0,17659.64,17415.150000000005,17309.550666666666,11715.035144565272
2011-03-20,19880.99,13473,9.897569575804456,9.508517181520606,6,3,1,True,False,0.0,4117.22,14438.73,17415.150000000005,16720.896,11715.035144565272
2011-03-21,16020.1,9443,9.681661882434861,9.153134898205403,0,3,1,False,False,19880.99,25866.33,0.0,19667.117142857147,16902.304666666667,10142.305976811027
2011-03-22,19016.94,13484,9.853138023188533,9.50933323557383,1,3,1,False,False,16020.1,14896.28,9437.8,18260.51285714286,17436.308,9816.813534607685
2011-03-23,21566.02,13918,9.97892057499425,9.5410100922274,2,3,1,False,False,19016.94,21715.11,32724.38,18849.178571428576,17755.612666666668,9704.358092138147
2011-03-24,36496.79,18164,10.505006989792276,9.807251944655302,3,3,1,False,False,21566.02,31976.51,29116.63,18827.880000000005,17383.667333333335,9697.180731819231
2011-03-25,27271.1,13325,10.213619480575463,9.497472293122483,4,3,1,False,False,36496.79,23334.6,19315.97,19473.63428571429,17629.67266666667,10805.837962277372
2011-03-26,0.0,0,0.0,0.0,5,3,1,True,False,27271.1,0.0,21463.94,20035.991428571433,17894.843666666664,11137.597742389535
2011-03-27,9189.77,4495,9.125954998564522,8.410943391573527,6,3,1,True,False,0.0,19880.99,18377.14,20035.991428571433,17179.379,11137.597742389535
2011-03-28,19961.67,11574,9.901619308454446,9.356602878954435,0,3,1,False,False,9189.77,16020.1,0.0,18508.67428571429,16873.133333333335,11871.28265379924
2011-03-29,37190.52,24183,10.523836057285846,10.093446536459293,1,3,1,False,False,19961.67,19016.94,9382.71,19071.75571428572,17538.522333333334,11826.966931425322
2011-03-30,29523.85,20055,10.292987560612353,9.90628363983813,2,3,1,False,False,37190.52,21566.02,15026.68,21667.98142857143,18465.449333333334,13664.837964305096
2011-03-31,25621.11,14930,10.151210929592708,9.611194867526663,3,3,1,False,True,29523.85,36496.79,23621.59,22804.81428571429,18948.68833333333,13982.276470633391
2011-04-01,24487.9,18279,10.105975232645083,9.813562845008141,4,4,2,False,False,25621.11,27271.1,18666.14,21251.145714285718,19015.338999999996,12757.928594852749
2011-04-02,0.0,0,0.0,0.0,5,4,2,True,False,24487.9,0.0,32818.19,20853.545714285716,19209.397666666664,12581.19350838232
2011-04-03,6872.53,5646,8.835433081490587,8.638879709672837,6,4,2,True,False,0.0,9189.77,17302.55,20853.545714285716,18115.458,12581.19350838232
2011-04-04,28998.010000000002,12861,10.275016970454864,9.462032506694808,0,4,2,False,False,6872.53,19961.67,0.0,20522.511428571433,17767.790666666664,12963.902647826148
2011-04-05,28667.42,15175,10.263551447487865,9.62747051161485,1,4,2,False,False,28998.010000000002,37190.52,9951.67,21813.41714285715,18734.391,13343.107466390902
2011-04-06,12698.32,8011,9.449303727706102,8.988695696785708,2,4,2,False,False,28667.42,29523.85,20247.85,20595.831428571433,19358.249333333337,12030.347454410747
2011-04-07,16780.32,10063,9.728021642004736,9.216719978940223,3,4,2,False,False,12698.32,25621.11,22184.11,18192.184285714287,19106.59833333333,11623.210208344397
2011-04-08,22673.91,12272,10.029014305846463,9.415157006597509,4,4,2,False,False,16780.32,24487.9,20320.23,16929.21428571429,18926.471999999998,11152.225967871229
2011-04-09,0.0,0,0.0,0.0,5,4,2,True,False,22673.91,0.0,24429.77,16670.07285714286,19004.928,10966.84840320393
2011-04-10,9879.75,5603,9.198343698791998,8.631235907456897,6,4,2,True,False,0.0,6872.53,20894.75,16670.07285714286,18190.602333333332,10966.84840320393
2011-04-11,20179.7,13127,9.912481981115704,9.482502632769927,0,4,2,False,False,9879.75,28998.010000000002,0.0,17099.675714285717,17823.435666666664,10570.83496824926
2011-04-12,23988.6,14577,10.085375682080729,9.587268821942159,1,4,2,False,False,20179.7,28667.42,4117.22,15839.917142857148,18496.092333333334,9374.278290209326
2011-04-13,24450.27,18752,10.104437436294328,9.839109018599922,2,4,2,False,False,23988.6,12698.32,25866.33,15171.51428571429,19158.471666666668,8426.064985843706
2011-04-14,35682.73,18507,10.482450121588728,9.825958350026891,3,4,2,False,False,24450.27,16780.32,14896.28,16850.36428571429,19111.26966666667,9002.224569950919
2011-04-15,17999.181,11088,9.7981370923833,9.313708904953216,4,4,2,False,False,35682.73,22673.91,21715.11,19550.708571428575,19804.151333333335,11473.522857808195
2011-04-16,0.0,0,0.0,0.0,5,4,2,True,False,17999.181,0.0,31976.51,18882.890142857148,19680.287033333334,11397.231689307846
2011-04-17,12630.34,8136,9.443936306312098,9.004176840696656,6,4,2,True,False,0.0,9879.75,23334.6,18882.890142857148,18614.40336666667,11397.231689307846
2011-04-18,43671.37,26219,10.68447091567337,10.174277757317691,0,4,2,False,False,12630.34,20179.7,0.0,19275.831571428575,18257.5947,11078.044135222162
2011-04-19,18811.19,12902,9.842260342950146,9.465215121451847,1,4,2,False,False,43671.37,23988.6,19880.99,22631.784428571435,19713.307033333334,14444.29963226417
2011-04-20,25715.8,17851,10.154899753814876,9.78987082574916,2,4,2,False,False,18811.19,24450.27,16020.1,21892.154428571434,19677.647033333335,14495.708426601193
2011-04-21,27771.04,17075,10.23178503817171,9.745429247877853,3,4,2,False,False,25715.8,35682.73,19016.94,22072.944428571434,20000.83703333333,14540.752454994898
2011-04-22,0.0,0,0.0,0.0,4,4,2,False,False,27771.04,17999.181,21566.02,20942.703000000005,20292.640366666667,13582.46910406631
2011-04-23,0.0,0,0.0,0.0,5,4,2,True,False,0.0,0.0,36496.79,18371.391428571435,19573.773033333335,15761.513181257285
2011-04-24,0.0,0,0.0,0.0,6,4,2,True,False,0.0,12630.34,27271.1,18371.391428571435,18357.213366666667,15761.513181257285
2011-04-25,0.0,0,0.0,0.0,0,4,2,False,False,0.0,43671.37,0.0,16567.057142857146,17448.1767,17186.771960782997
2011-04-26,21536.86,14458,9.977567595728411,9.579072337028126,1,4,2,False,False,0.0,18811.19,9189.77,10328.290000000005,17448.1767,13163.579055288603
2011-04-27,23566.91,17658,10.067641319957849,9.779000847413124,2,4,2,False,False,21536.86,25715.8,19961.67,10717.671428571432,17859.74636666667,13492.528827870397
2011-04-28,21312.18,13106,9.96708093967524,9.480901717619545,3,4,2,False,False,23566.91,27771.04,37190.52,10410.687142857147,17979.921033333332,13113.538810355118
2011-04-29,0.0,0,0.0,0.0,4,4,2,False,False,21312.18,0.0,29523.85,9487.99285714286,17450.643033333334,11855.31204959574
2011-04-30,0.0,0,0.0,0.0,5,4,2,True,True,0.0,0.0,25621.11,9487.99285714286,16466.5147,11855.31204959574
2011-05-01,6958.11,3814,8.847806871588725,8.246695943718557,6,5,2,True,False,0.0,0.0,24487.9,9487.99285714286,15612.4777,11855.31204959574
2011-05-02,0.0,0,0.0,0.0,0,5,2,False,False,6958.11,0.0,0.0,10482.008571428576,15028.151366666665,11200.836061738743
2011-05-03,28877.21,11134,10.270842610476468,9.317848579691468,1,5,2,False,False,0.0,21536.86,6872.53,10482.008571428576,15028.151366666665,11200.836061738743
2011-05-04,27509.81,17359,10.222334297323764,9.761923988214342,2,5,2,False,False,28877.21,23566.91,28998.010000000002,11530.630000000005,15761.6407,12657.203601628053
2011-05-05,25191.79,16188,10.13431312145081,9.692087278241505,3,5,2,False,False,27509.81,21312.18,28667.42,12093.901428571433,15712.034033333333,13350.842997083759
2011-05-06,30783.33,18285,10.334761073262445,9.813891018724371,4,5,2,False,False,25191.79,0.0,12698.32,12648.131428571434,15596.1797,13867.81574579238
2011-05-07,0.0,0,0.0,0.0,5,5,2,True,False,30783.33,0.0,16780.32,17045.750000000004,16199.013366666668,14067.899252362908
2011-05-08,18731.98,10621,9.838040885825833,9.270682600982344,6,5,2,True,False,0.0,6958.11,22673.91,17045.750000000004,15639.669366666667,14067.899252362908
2011-05-09,21608.16,11679,9.980872577852335,9.365633256382218,0,5,2,False,False,18731.98,0.0,0.0,18727.73142857143,15508.271700000001,13346.124258929274
2011-05-10,29807.25,16381,10.302540479816397,9.703938450075547,1,5,2,False,False,21608.16,28877.21,9879.75,21814.611428571432,16228.543700000002,10484.761511850447
2011-05-11,31848.3,18422,10.36877068273681,9.82135516299751,2,5,2,False,False,29807.25,27509.81,20179.7,21947.474285714292,16892.793700000002,10594.493449767264
2011-05-12,59827.74,37090,10.999241426493256,10.521129631565318,3,5,2,False,False,31848.3,25191.79,23988.6,22567.258571428574,17281.747033333333,11089.466413700007
2011-05-13,25815.72,13265,10.158777623023706,9.492959650085501,4,5,2,False,False,59827.74,30783.33,24450.27,27515.25142857143,18476.385033333332,18018.205931374352
2011-05-14,0.0,0,0.0,0.0,5,5,2,True,False,25815.72,0.0,35682.73,26805.59285714286,18521.90003333333,17965.788007692754
2011-05-15,9667.15,4768,9.176592256804382,8.469891918298224,6,5,2,True,False,0.0,18731.98,17999.181,26805.59285714286,17332.4757,17965.788007692754
2011-05-16,35706.7,15135,10.4831216307853,9.62483129129166,0,5,2,False,False,9667.15,21608.16,0.0,25510.617142857147,17054.74133333333,18944.750797694775
2011-05-17,46361.090000000004,25164,10.74423737840474,10.133209419210461,1,5,2,False,False,35706.7,29807.25,12630.34,27524.69428571429,18244.964666666663,19208.318004781024
2011-05-18,32775.69,18591,10.397472870994378,9.830486659651637,2,5,2,False,False,46361.090000000004,31848.3,43671.37,29889.528571428575,19369.323,20511.011424601842
2011-05-19,31521.87,17160,10.358468593126208,9.750394646402302,3,5,2,False,False,32775.69,59827.74,18811.19,30022.01285714286,19006.13366666667,20528.759564902844
2011-05-20,25351.44,15063,10.140630256852841,9.620063070336988,4,5,2,False,False,31521.87,25815.72,25715.8,25978.31714285715,19429.822999999997,15958.214662924864
2011-05-21,0.0,0,0.0,0.0,5,5,2,True,False,25351.44,0.0,27771.04,25911.991428571437,19417.67766666667,15959.967809004103
2011-05-22,24102.0,12645,10.09009159305939,9.445096238618559,6,5,2,True,False,0.0,9667.15,0.0,25911.991428571437,18491.976333333336,15959.967809004103
2011-05-23,31232.53,17479,10.349247476230149,9.768812649209526,0,5,2,False,False,24102.0,35706.7,0.0,27974.112857142864,19295.376333333334,14363.949185463938
2011-05-24,32460.83,14577,10.387820216558938,9.587268821942159,1,5,2,False,False,31232.53,46361.090000000004,0.0,27334.94571428572,20336.46066666667,14058.821981914472
2011-05-25,21870.71,12435,9.992949299914601,9.428350771178645,2,5,2,False,False,32460.83,32775.69,0.0,25349.19428571429,21418.488333333335,11708.835092158466
2011-05-26,32764.38,16146,10.397127749147836,9.689489552881621,3,5,2,False,False,21870.71,31521.87,21536.86,23791.340000000004,22147.512,11273.416812685184
2011-05-27,21109.22,14828,9.9575125623892,9.60434000197507,4,5,2,False,False,32764.38,25351.44,23566.91,23968.84142857143,22521.762666666666,11424.194831262606
2011-05-28,0.0,0,0.0,0.0,5,5,2,True,False,21109.22,0.0,21312.18,23362.81,22439.839666666663,11451.11568446497
2011-05-29,7338.9400000000005,4067,8.90108594718823,8.31090675716845,6,5,2,True,False,0.0,24102.0,0.0,23362.810000000005,21729.433666666668,11451.11568446497
2011-05-30,0.0,0,0.0,0.0,0,5,2,False,False,7338.9400000000005,31232.53,0.0,20968.087142857148,21974.065000000002,12928.28570420392
2011-05-31,18133.2,10568,9.805554937151468,9.265680467009346,1,5,2,False,True,0.0,32460.83,6958.11,16506.297142857147,21974.065000000002,14129.120807345262
2011-06-01,15380.39,9555,9.640913616089003,9.1649245084457,2,6,2,False,False,18133.2,21870.71,0.0,14459.492857142863,22346.567999999996,12359.653234483972
2011-06-02,28078.91,13703,10.242809653006406,9.525443040003957,3,6,2,False,False,15380.39,32764.38,28877.21,13532.30428571429,22859.247666666666,11947.59620133111
2011-06-03,15024.11,7237,9.617478080508057,8.887100204123687,4,6,2,False,False,28078.91,21109.22,27509.81,12862.951428571434,22832.637666666666,10763.093566564121
2011-06-04,0.0,0,0.0,0.0,5,6,2,True,False,15024.11,0.0,25191.79,11993.650000000005,22416.447666666667,10217.99853965539
2011-06-05,25423.760000000002,13397,10.143478781344184,9.502860721068213,6,6,2,True,False,0.0,7338.9400000000005,30783.33,11993.650000000005,21576.721333333335,10217.99853965539
2011-06-06,16269.03,9139,9.697080044095834,9.120415664448196,0,6,2,False,False,25423.760000000002,0.0,0.0,14577.195714285719,21398.069000000003,11093.718456569386
2011-06-07,33807.85,17659,10.428477881518013,9.77905747415795,1,6,2,False,False,16269.03,18133.2,18731.98,16901.342857142863,21940.370000000003,9045.98975539199
2011-06-08,30122.23,18809,10.31305191388008,9.842143922295076,2,6,2,False,False,33807.85,15380.39,21608.16,19140.578571428578,22442.898999999998,11107.00124238524
2011-06-09,42862.8,27153,10.665782925853385,10.209279644160226,3,6,2,False,False,30122.23,28078.91,29807.25,21246.555714285718,22726.701333333334,11659.077518628774
2011-06-10,58245.12,9833,10.97243275976738,9.193601047971885,4,6,2,False,False,42862.8,15024.11,31848.3,23358.540000000005,23161.886333333336,14171.345149542663
2011-06-11,0.0,0,0.0,0.0,5,6,2,True,False,58245.12,0.0,59827.74,29532.970000000005,24041.780333333336,18644.51563678534
2011-06-12,12397.09,9454,9.425297707470877,9.154298981092557,6,6,2,True,False,0.0,25423.760000000002,25815.72,29532.970000000005,22047.522333333334,18644.51563678534
2011-06-13,19696.66,10653,9.888255125945083,9.273690687476945,0,6,2,False,False,12397.09,16269.03,0.0,27672.017142857152,21600.234666666667,19740.89890631774
2011-06-14,33324.49,12960,10.414077848614731,9.469700127423375,1,6,2,False,False,19696.66,33807.85,9667.15,28161.67857142858,22256.79,19451.29972242765
2011-06-15,44954.18,29446,10.71342127241486,10.290347316318723,2,6,2,False,False,33324.49,30122.23,35706.7,28092.62714285715,23045.368000000002,19428.760291116283
2011-06-16,32252.1,19616,10.381369441635307,9.884151816229386,3,6,2,False,False,44954.18,42862.8,46361.090000000004,30211.477142857148,23353.617333333335,20467.968301865156
2011-06-17,19053.53,11345,9.855060147561622,9.336620537886512,4,6,2,False,False,32252.1,58245.12,32775.69,28695.662857142863,22883.317666666666,19755.381880241064
2011-06-18,0.0,0,0.0,0.0,5,6,2,True,False,19053.53,0.0,31521.87,23096.864285714288,22425.912333333334,14955.629764396253
2011-06-19,22421.48,15069,10.01781930603056,9.620461291620542,6,6,2,True,False,0.0,12397.09,25351.44,23096.864285714288,21375.183333333334,14955.629764396253
2011-06-20,26110.99,14865,10.170149874798074,9.60683200528524,0,6,2,False,False,22421.48,19696.66,0.0,24528.920000000006,21277.518,14222.286847788106
2011-06-21,19827.91,13122,9.894896252781708,9.482121694896287,1,6,2,False,False,26110.99,33324.49,24102.0,25445.25285714286,22147.884333333335,14064.821402624482
